theta,q,theta_via_q,y_rep
0.53588367,0.76794184,0.53588367,71.0
0.54626263,0.77313132,0.54626263,84.0
0.53253597,0.76626798,0.53253597,74.0
0.52913561,0.76456781,0.52913561,75.0
0.53641317,0.76820658,0.53641317,84.0
0.58039627,0.79019813,0.58039627,80.0
0.58237008,0.79118504,0.58237008,82.0
0.60640147,0.80320073,0.60640147,84.0
0.64504379,0.8225219,0.64504379,78.0
0.64365544,0.82182772,0.64365544,84.0
0.63891496,0.81945748,0.63891496,81.0
0.61685648,0.80842824,0.61685648,72.0
0.5640753,0.78203765,0.5640753,82.0
0.64877027,0.82438513,0.64877027,84.0
0.55397797,0.77698898,0.55397797,81.0
0.63769686,0.81884843,0.63769686,84.0
0.6356983,0.81784915,0.6356983,78.0
0.63033376,0.81516688,0.63033376,84.0
0.7204896,0.8602448,0.7204896,88.0
0.62700497,0.81350248,0.62700497,85.0
0.63172205,0.81586103,0.63172205,84.0
0.62370816,0.81185408,0.62370816,84.0
0.57545283,0.78772642,0.57545283,83.0
0.61275038,0.80637519,0.61275038,73.0
0.5434384,0.7717192,0.5434384,75.0
0.57724931,0.78862465,0.57724931,75.0
0.71978739,0.8598937,0.71978739,85.0
0.73433928,0.86716964,0.73433928,87.0
0.3760728,0.6880364,0.3760728,67.0
0.39399321,0.69699661,0.39399321,72.0
0.40183082,0.70091541,0.40183082,66.0
0.4099443,0.70497215,0.4099443,69.0
0.6059873,0.80299365,0.6059873,76.0
0.58976765,0.79488383,0.58976765,83.0
0.62851211,0.81425606,0.62851211,81.0
0.57103575,0.78551787,0.57103575,76.0
0.57366469,0.78683235,0.57366469,89.0
0.63956115,0.81978058,0.63956115,83.0
0.62715333,0.81357666,0.62715333,77.0
0.63680925,0.81840463,0.63680925,83.0
0.5268656,0.7634328,0.5268656,77.0
0.51958657,0.75979329,0.51958657,78.0
0.51505659,0.7575283,0.51505659,76.0
0.51189863,0.75594931,0.51189863,77.0
0.57810772,0.78905386,0.57810772,76.0
0.5709243,0.78546215,0.5709243,78.0
0.62475333,0.81237667,0.62475333,79.0
0.69773011,0.84886506,0.69773011,86.0
0.70019662,0.85009831,0.70019662,86.0
0.60471081,0.8023554,0.60471081,82.0
0.60726228,0.80363114,0.60726228,85.0
0.63452523,0.81726262,0.63452523,80.0
0.64087604,0.82043802,0.64087604,87.0
0.64820964,0.82410482,0.64820964,84.0
0.38078278,0.69039139,0.38078278,63.0
0.62226967,0.81113484,0.62226967,87.0
0.65265114,0.82632557,0.65265114,81.0
0.44940985,0.72470493,0.44940985,74.0
0.47828483,0.73914242,0.47828483,69.0
0.50125363,0.75062681,0.50125363,76.0
0.48721426,0.74360713,0.48721426,72.0
0.47852323,0.73926162,0.47852323,70.0
0.37485837,0.68742919,0.37485837,69.0
0.48591805,0.74295903,0.48591805,65.0
0.69593253,0.84796626,0.69593253,76.0
0.72585064,0.86292532,0.72585064,87.0
0.74754264,0.87377132,0.74754264,90.0
0.71746533,0.85873266,0.71746533,84.0
0.67981123,0.83990561,0.67981123,84.0
0.66129984,0.83064992,0.66129984,84.0
0.6738489,0.83692445,0.6738489,85.0
0.68697538,0.84348769,0.68697538,83.0
0.70490676,0.85245338,0.70490676,83.0
0.6591544,0.8295772,0.6591544,79.0
0.66689764,0.83344882,0.66689764,80.0
0.71001735,0.85500867,0.71001735,90.0
0.70363009,0.85181504,0.70363009,89.0
0.51518352,0.75759176,0.51518352,76.0
0.49002576,0.74501288,0.49002576,78.0
0.5043534,0.7521767,0.5043534,71.0
0.59814814,0.79907407,0.59814814,82.0
0.58049153,0.79024576,0.58049153,82.0
0.54180787,0.77090393,0.54180787,83.0
0.53900397,0.76950198,0.53900397,78.0
0.51520413,0.75760206,0.51520413,71.0
0.50221868,0.75110934,0.50221868,69.0
0.52338547,0.76169274,0.52338547,79.0
0.60245343,0.80122672,0.60245343,81.0
0.73169012,0.86584506,0.73169012,87.0
0.71572283,0.85786141,0.71572283,80.0
0.61176817,0.80588409,0.61176817,81.0
0.6106062,0.8053031,0.6106062,80.0
0.71032133,0.85516067,0.71032133,94.0
0.72803011,0.86401505,0.72803011,86.0
0.73412302,0.86706151,0.73412302,86.0
0.75205368,0.87602684,0.75205368,80.0
0.69267494,0.84633747,0.69267494,81.0
0.69907227,0.84953613,0.69907227,79.0
0.69791182,0.84895591,0.69791182,80.0
0.69439509,0.84719754,0.69439509,83.0
0.43532146,0.71766073,0.43532146,72.0
0.53838767,0.76919384,0.53838767,78.0
0.47592371,0.73796186,0.47592371,69.0
0.45389369,0.72694684,0.45389369,67.0
0.68019734,0.84009867,0.68019734,83.0
0.60137249,0.80068624,0.60137249,76.0
0.57628422,0.78814211,0.57628422,76.0
0.53380149,0.76690074,0.53380149,79.0
0.67115797,0.83557899,0.67115797,84.0
0.64210911,0.82105455,0.64210911,74.0
0.57121525,0.78560762,0.57121525,80.0
0.57575009,0.78787505,0.57575009,84.0
0.6204049,0.81020245,0.6204049,86.0
0.62848025,0.81424013,0.62848025,88.0
0.57584731,0.78792366,0.57584731,73.0
0.55675917,0.77837958,0.55675917,79.0
0.62532421,0.8126621,0.62532421,75.0
0.54442215,0.77221107,0.54442215,77.0
0.61033432,0.80516716,0.61033432,80.0
0.60864426,0.80432213,0.60864426,79.0
0.50946551,0.75473275,0.50946551,70.0
0.67167794,0.83583897,0.67167794,89.0
0.6577413,0.82887065,0.6577413,84.0
0.52819838,0.76409919,0.52819838,68.0
0.52680808,0.76340404,0.52680808,78.0
0.60317976,0.80158988,0.60317976,81.0
0.6056888,0.8028444,0.6056888,81.0
0.61023095,0.80511548,0.61023095,78.0
0.65047184,0.82523592,0.65047184,81.0
0.63884643,0.81942321,0.63884643,84.0
0.61029398,0.80514699,0.61029398,86.0
0.5834368,0.7917184,0.5834368,76.0
0.60549519,0.80274759,0.60549519,76.0
0.55100978,0.77550489,0.55100978,75.0
0.62678354,0.81339177,0.62678354,75.0
0.62098536,0.81049268,0.62098536,83.0
0.59599626,0.79799813,0.59599626,74.0
0.64108709,0.82054355,0.64108709,81.0
0.65321522,0.82660761,0.65321522,84.0
0.65667747,0.82833874,0.65667747,83.0
0.65618333,0.82809166,0.65618333,82.0
0.67371436,0.83685718,0.67371436,86.0
0.62962194,0.81481097,0.62962194,79.0
0.62542484,0.81271242,0.62542484,80.0
0.54418137,0.77209068,0.54418137,75.0
0.54287969,0.77143984,0.54287969,76.0
0.62703156,0.81351578,0.62703156,82.0
0.71235271,0.85617635,0.71235271,84.0
0.68902044,0.84451022,0.68902044,82.0
0.70353489,0.85176745,0.70353489,83.0
0.63789847,0.81894923,0.63789847,84.0
0.54735515,0.77367757,0.54735515,77.0
0.62495348,0.81247674,0.62495348,72.0
0.63057655,0.81528827,0.63057655,86.0
0.63099952,0.81549976,0.63099952,86.0
0.60744458,0.80372229,0.60744458,84.0
0.54229771,0.77114885,0.54229771,81.0
0.62835151,0.81417575,0.62835151,79.0
0.63151584,0.81575792,0.63151584,77.0
0.57439281,0.78719641,0.57439281,83.0
0.62709187,0.81354593,0.62709187,85.0
0.62851609,0.81425804,0.62851609,82.0
0.52701094,0.76350547,0.52701094,71.0
0.5700384,0.7850192,0.5700384,80.0
0.66733776,0.83366888,0.66733776,87.0
0.66984326,0.83492163,0.66984326,81.0
0.55266379,0.7763319,0.55266379,80.0
0.65972068,0.82986034,0.65972068,86.0
0.67906532,0.83953266,0.67906532,85.0
0.6945863,0.84729315,0.6945863,89.0
0.45722483,0.72861242,0.45722483,68.0
0.45175849,0.72587924,0.45175849,70.0
0.48196046,0.74098023,0.48196046,74.0
0.49937744,0.74968872,0.49937744,72.0
0.50084574,0.75042287,0.50084574,85.0
0.61567433,0.80783717,0.61567433,78.0
0.51613563,0.75806782,0.51613563,71.0
0.6071398,0.8035699,0.6071398,84.0
0.55961698,0.77980849,0.55961698,78.0
0.61929688,0.80964844,0.61929688,82.0
0.63686274,0.81843137,0.63686274,82.0
0.6247562,0.8123781,0.6247562,82.0
0.56359841,0.78179921,0.56359841,83.0
0.56852885,0.78426442,0.56852885,75.0
0.54660773,0.77330386,0.54660773,79.0
0.67774368,0.83887184,0.67774368,87.0
0.53133445,0.76566722,0.53133445,74.0
0.65109893,0.82554946,0.65109893,83.0
0.5492168,0.7746084,0.5492168,80.0
0.5740987,0.78704935,0.5740987,77.0
0.62994074,0.81497037,0.62994074,80.0
0.66785168,0.83392584,0.66785168,86.0
0.5989839,0.79949195,0.5989839,79.0
0.59186447,0.79593223,0.59186447,78.0
0.6182645,0.80913225,0.6182645,77.0
0.56562146,0.78281073,0.56562146,80.0
0.53991489,0.76995745,0.53991489,76.0
0.61087364,0.80543682,0.61087364,80.0
0.58306036,0.79153018,0.58306036,84.0
0.63817859,0.8190893,0.63817859,79.0
0.63772895,0.81886448,0.63772895,79.0
0.55957613,0.77978806,0.55957613,79.0
0.55145049,0.77572524,0.55145049,79.0
0.5992257,0.79961285,0.5992257,85.0
0.58988019,0.79494009,0.58988019,77.0
0.59673036,0.79836518,0.59673036,82.0
0.59956513,0.79978257,0.59956513,74.0
0.53413419,0.76706709,0.53413419,76.0
0.56006905,0.78003452,0.56006905,77.0
0.55287868,0.77643934,0.55287868,78.0
0.61990405,0.80995202,0.61990405,82.0
0.67064645,0.83532323,0.67064645,80.0
0.67832633,0.83916317,0.67832633,79.0
0.68105789,0.84052894,0.68105789,83.0
0.46894968,0.73447484,0.46894968,67.0
0.59214723,0.79607362,0.59214723,74.0
0.59214723,0.79607362,0.59214723,86.0
0.59925407,0.79962703,0.59925407,79.0
0.59510505,0.79755253,0.59510505,84.0
0.63444118,0.81722059,0.63444118,79.0
0.61382846,0.80691423,0.61382846,78.0
0.64042588,0.82021294,0.64042588,80.0
0.63920295,0.81960148,0.63920295,91.0
0.69344608,0.84672304,0.69344608,94.0
0.55469206,0.77734603,0.55469206,78.0
0.58818215,0.79409107,0.58818215,68.0
0.49035245,0.74517623,0.49035245,78.0
0.70816152,0.85408076,0.70816152,90.0
0.70793102,0.85396551,0.70793102,90.0
0.73172185,0.86586093,0.73172185,80.0
0.71806018,0.85903009,0.71806018,92.0
0.6924509,0.84622545,0.6924509,84.0
0.68685353,0.84342677,0.68685353,83.0
0.60979647,0.80489823,0.60979647,80.0
0.56198611,0.78099305,0.56198611,79.0
0.55690668,0.77845334,0.55690668,78.0
0.65107296,0.82553648,0.65107296,83.0
0.65432545,0.82716273,0.65432545,86.0
0.58554934,0.79277467,0.58554934,80.0
0.68370003,0.84185002,0.68370003,82.0
0.68370003,0.84185002,0.68370003,81.0
0.70425784,0.85212892,0.70425784,87.0
0.72344272,0.86172136,0.72344272,79.0
0.7471859,0.87359295,0.7471859,85.0
0.60049135,0.80024568,0.60049135,82.0
0.57890646,0.78945323,0.57890646,79.0
0.50368267,0.75184133,0.50368267,76.0
0.69258272,0.84629136,0.69258272,86.0
0.70458007,0.85229004,0.70458007,86.0
0.47883653,0.73941826,0.47883653,69.0
0.48936577,0.74468289,0.48936577,69.0
0.50663223,0.75331612,0.50663223,73.0
0.48037392,0.74018696,0.48037392,70.0
0.6372588,0.8186294,0.6372588,85.0
0.57989378,0.78994689,0.57989378,82.0
0.55037707,0.77518854,0.55037707,84.0
0.43767146,0.71883573,0.43767146,77.0
0.41738311,0.70869155,0.41738311,75.0
0.43284705,0.71642353,0.43284705,77.0
0.47739759,0.73869879,0.47739759,73.0
0.49915833,0.74957917,0.49915833,71.0
0.48922572,0.74461286,0.48922572,74.0
0.38569948,0.69284974,0.38569948,69.0
0.5125398,0.7562699,0.5125398,77.0
0.51250407,0.75625203,0.51250407,74.0
0.58119075,0.79059538,0.58119075,77.0
0.5910971,0.79554855,0.5910971,84.0
0.71240077,0.85620038,0.71240077,90.0
0.69271599,0.846358,0.69271599,90.0
0.71687095,0.85843548,0.71687095,89.0
0.69133183,0.84566591,0.69133183,88.0
0.68112881,0.84056441,0.68112881,84.0
0.53611015,0.76805508,0.53611015,77.0
0.60800246,0.80400123,0.60800246,80.0
0.67265075,0.83632537,0.67265075,81.0
0.66813197,0.83406599,0.66813197,86.0
0.67438074,0.83719037,0.67438074,86.0
0.63257034,0.81628517,0.63257034,80.0
0.55663448,0.77831724,0.55663448,68.0
0.54804079,0.77402039,0.54804079,78.0
0.55899592,0.77949796,0.55899592,77.0
0.61661743,0.80830872,0.61661743,83.0
0.61787336,0.80893668,0.61787336,76.0
0.61324024,0.80662012,0.61324024,71.0
0.59077054,0.79538527,0.59077054,78.0
0.59421082,0.79710541,0.59421082,84.0
0.53503883,0.76751942,0.53503883,79.0
0.66583817,0.83291908,0.66583817,77.0
0.56068063,0.78034032,0.56068063,79.0
0.55466595,0.77733297,0.55466595,77.0
0.55446408,0.77723204,0.55446408,73.0
0.55881104,0.77940552,0.55881104,76.0
0.59377215,0.79688607,0.59377215,86.0
0.62674037,0.81337019,0.62674037,81.0
0.61186435,0.80593217,0.61186435,84.0
0.40561896,0.70280948,0.40561896,68.0
0.52075164,0.76037582,0.52075164,84.0
0.50219564,0.75109782,0.50219564,78.0
0.50219564,0.75109782,0.50219564,66.0
0.50435516,0.75217758,0.50435516,75.0
0.70039199,0.850196,0.70039199,85.0
0.68674778,0.84337389,0.68674778,80.0
0.56936906,0.78468453,0.56936906,81.0
0.59326535,0.79663268,0.59326535,79.0
0.64201437,0.82100719,0.64201437,81.0
0.60275967,0.80137984,0.60275967,83.0
0.6530341,0.82651705,0.6530341,84.0
0.66481202,0.83240601,0.66481202,83.0
0.57593786,0.78796893,0.57593786,73.0
0.60794595,0.80397298,0.60794595,74.0
0.48366837,0.74183418,0.48366837,72.0
0.50507898,0.75253949,0.50507898,74.0
0.52204369,0.76102185,0.52204369,78.0
0.50101262,0.75050631,0.50101262,73.0
0.56745001,0.783725,0.56745001,75.0
0.54892329,0.77446164,0.54892329,71.0
0.51064156,0.75532078,0.51064156,77.0
0.70083726,0.85041863,0.70083726,83.0
0.48756327,0.74378163,0.48756327,75.0
0.48795316,0.74397658,0.48795316,77.0
0.48159098,0.74079549,0.48159098,81.0
0.45807272,0.72903636,0.45807272,75.0
0.46545618,0.73272809,0.46545618,66.0
0.56070898,0.78035449,0.56070898,79.0
0.63523524,0.81761762,0.63523524,84.0
0.67934618,0.83967309,0.67934618,81.0
0.5434978,0.7717489,0.5434978,78.0
0.55188929,0.77594465,0.55188929,81.0
0.64731864,0.82365932,0.64731864,85.0
0.64825774,0.82412887,0.64825774,78.0
0.57782508,0.78891254,0.57782508,72.0
0.57754679,0.78877339,0.57754679,76.0
0.62328491,0.81164246,0.62328491,83.0
0.63058425,0.81529213,0.63058425,84.0
0.62770425,0.81385212,0.62770425,83.0
0.62494712,0.81247356,0.62494712,81.0
0.55030219,0.7751511,0.55030219,82.0
0.64074035,0.82037018,0.64074035,84.0
0.68538735,0.84269367,0.68538735,87.0
0.70444556,0.85222278,0.70444556,82.0
0.68507604,0.84253802,0.68507604,84.0
0.68041141,0.8402057,0.68041141,86.0
0.74788777,0.87394389,0.74788777,89.0
0.77721215,0.88860607,0.77721215,86.0
0.66500598,0.83250299,0.66500598,82.0
0.56259903,0.78129951,0.56259903,78.0
0.59700505,0.79850252,0.59700505,78.0
0.5780885,0.78904425,0.5780885,85.0
0.60811795,0.80405897,0.60811795,82.0
0.53578893,0.76789446,0.53578893,75.0
0.53865427,0.76932714,0.53865427,76.0
0.53865427,0.76932714,0.53865427,74.0
0.52483851,0.76241926,0.52483851,76.0
0.50570758,0.75285379,0.50570758,83.0
0.48479794,0.74239897,0.48479794,72.0
0.49059125,0.74529563,0.49059125,77.0
0.60125794,0.80062897,0.60125794,86.0
0.61384665,0.80692333,0.61384665,75.0
0.61120172,0.80560086,0.61120172,78.0
0.55085845,0.77542922,0.55085845,78.0
0.56602811,0.78301406,0.56602811,73.0
0.46583036,0.73291518,0.46583036,78.0
0.47626143,0.73813072,0.47626143,76.0
0.462471,0.7312355,0.462471,73.0
0.43347012,0.71673506,0.43347012,72.0
0.46003803,0.73001901,0.46003803,68.0
0.62016056,0.81008028,0.62016056,77.0
0.51895901,0.7594795,0.51895901,78.0
0.67029145,0.83514572,0.67029145,85.0
0.53772491,0.76886245,0.53772491,71.0
0.59340991,0.79670495,0.59340991,77.0
0.62523217,0.81261609,0.62523217,83.0
0.62059673,0.81029836,0.62059673,79.0
0.53852878,0.76926439,0.53852878,85.0
0.54761491,0.77380745,0.54761491,73.0
0.53956941,0.7697847,0.53956941,77.0
0.54559394,0.77279697,0.54559394,72.0
0.47734551,0.73867275,0.47734551,72.0
0.54067988,0.77033994,0.54067988,75.0
0.57949791,0.78974895,0.57949791,82.0
0.56028284,0.78014142,0.56028284,75.0
0.63707878,0.81853939,0.63707878,78.0
0.64181541,0.82090771,0.64181541,80.0
0.63450685,0.81725342,0.63450685,81.0
0.51249619,0.7562481,0.51249619,73.0
0.6895114,0.8447557,0.6895114,90.0
0.60710782,0.80355391,0.60710782,87.0
0.57580604,0.78790302,0.57580604,81.0
0.65253594,0.82626797,0.65253594,84.0
0.65627752,0.82813876,0.65627752,85.0
0.55829404,0.77914702,0.55829404,77.0
0.60414523,0.80207261,0.60414523,75.0
0.5993539,0.79967695,0.5993539,82.0
0.50754846,0.75377423,0.50754846,75.0
0.52407139,0.7620357,0.52407139,75.0
0.58174106,0.79087053,0.58174106,78.0
0.6043308,0.8021654,0.6043308,83.0
0.5957079,0.79785395,0.5957079,79.0
0.63845528,0.81922764,0.63845528,82.0
0.63783793,0.81891896,0.63783793,84.0
0.63541343,0.81770672,0.63541343,85.0
0.51661,0.758305,0.51661,76.0
0.49440725,0.74720362,0.49440725,67.0
0.54844323,0.77422161,0.54844323,69.0
0.53590079,0.7679504,0.53590079,73.0
0.52421851,0.76210926,0.52421851,83.0
0.61886711,0.80943356,0.61886711,79.0
0.61127195,0.80563597,0.61127195,84.0
0.61229409,0.80614705,0.61229409,85.0
0.52976207,0.76488103,0.52976207,74.0
0.64325227,0.82162614,0.64325227,75.0
0.63231553,0.81615776,0.63231553,79.0
0.56771533,0.78385767,0.56771533,83.0
0.55915405,0.77957703,0.55915405,82.0
0.71638981,0.85819491,0.71638981,90.0
0.7031389,0.85156945,0.7031389,85.0
0.72978896,0.86489448,0.72978896,83.0
0.53874629,0.76937315,0.53874629,82.0
0.60208144,0.80104072,0.60208144,83.0
0.628284,0.814142,0.628284,80.0
0.628284,0.814142,0.628284,81.0
0.59087898,0.79543949,0.59087898,85.0
0.60324898,0.80162449,0.60324898,77.0
0.55646966,0.77823483,0.55646966,88.0
0.60421106,0.80210553,0.60421106,87.0
0.51681782,0.75840891,0.51681782,75.0
0.59541689,0.79770844,0.59541689,86.0
0.56220197,0.78110099,0.56220197,78.0
0.61620144,0.80810072,0.61620144,74.0
0.73775302,0.86887651,0.73775302,91.0
0.74214329,0.87107165,0.74214329,86.0
0.55092885,0.77546443,0.55092885,76.0
0.65062853,0.82531426,0.65062853,79.0
0.65062853,0.82531426,0.65062853,88.0
0.48549305,0.74274653,0.48549305,71.0
0.46664883,0.73332442,0.46664883,68.0
0.45707099,0.7285355,0.45707099,75.0
0.50600038,0.75300019,0.50600038,69.0
0.51377268,0.75688634,0.51377268,84.0
0.63766921,0.81883461,0.63766921,78.0
0.59747258,0.79873629,0.59747258,83.0
0.59364665,0.79682333,0.59364665,74.0
0.52484787,0.76242393,0.52484787,76.0
0.60730474,0.80365237,0.60730474,83.0
0.56512489,0.78256244,0.56512489,68.0
0.62559374,0.81279687,0.62559374,84.0
0.47696591,0.73848295,0.47696591,71.0
0.49057194,0.74528597,0.49057194,76.0
0.46802516,0.73401258,0.46802516,71.0
0.43571574,0.71785787,0.43571574,78.0
0.40615334,0.70307667,0.40615334,73.0
0.38445433,0.69222716,0.38445433,62.0
0.59981684,0.79990842,0.59981684,85.0
0.58058957,0.79029478,0.58058957,74.0
0.60995938,0.80497969,0.60995938,84.0
0.64967047,0.82483523,0.64967047,81.0
0.59397302,0.79698651,0.59397302,81.0
0.5385788,0.7692894,0.5385788,80.0
0.51956305,0.75978153,0.51956305,70.0
0.52458683,0.76229342,0.52458683,83.0
0.51929616,0.75964808,0.51929616,76.0
0.52106179,0.76053089,0.52106179,81.0
0.67928092,0.83964046,0.67928092,85.0
0.57501377,0.78750689,0.57501377,79.0
0.60347473,0.80173736,0.60347473,81.0
0.60541804,0.80270902,0.60541804,83.0
0.55662122,0.77831061,0.55662122,83.0
0.53313248,0.76656624,0.53313248,81.0
0.54539456,0.77269728,0.54539456,77.0
0.49210345,0.74605173,0.49210345,72.0
0.74265061,0.87132531,0.74265061,90.0
0.71735294,0.85867647,0.71735294,90.0
0.74265033,0.87132517,0.74265033,84.0
0.7694399,0.88471995,0.7694399,87.0
0.38196339,0.69098169,0.38196339,72.0
0.53834784,0.76917392,0.53834784,77.0
0.5249567,0.76247835,0.5249567,86.0
0.5073519,0.75367595,0.5073519,74.0
0.46646136,0.73323068,0.46646136,71.0
0.56081704,0.78040852,0.56081704,84.0
0.56539677,0.78269838,0.56539677,83.0
0.63807697,0.81903849,0.63807697,84.0
0.63026668,0.81513334,0.63026668,80.0
0.52806516,0.76403258,0.52806516,77.0
0.59759558,0.79879779,0.59759558,84.0
0.67336489,0.83668245,0.67336489,85.0
0.68700778,0.84350389,0.68700778,92.0
0.69977394,0.84988697,0.69977394,84.0
0.68672311,0.84336155,0.68672311,80.0
0.55253259,0.77626629,0.55253259,80.0
0.60113787,0.80056894,0.60113787,79.0
0.66190896,0.83095448,0.66190896,82.0
0.67104591,0.83552295,0.67104591,78.0
0.65334611,0.82667305,0.65334611,85.0
0.64160899,0.8208045,0.64160899,84.0
0.53260571,0.76630286,0.53260571,82.0
0.50900754,0.75450377,0.50900754,74.0
0.66749952,0.83374976,0.66749952,79.0
0.59955571,0.79977785,0.59955571,85.0
0.56959125,0.78479562,0.56959125,80.0
0.62367899,0.8118395,0.62367899,75.0
0.59302483,0.79651241,0.59302483,76.0
0.5410624,0.7705312,0.5410624,71.0
0.50265949,0.75132974,0.50265949,74.0
0.50289414,0.75144707,0.50289414,76.0
0.67761451,0.83880726,0.67761451,86.0
0.62520321,0.81260161,0.62520321,81.0
0.58882224,0.79441112,0.58882224,81.0
0.65921714,0.82960857,0.65921714,83.0
0.6708581,0.83542905,0.6708581,84.0
0.66454526,0.83227263,0.66454526,80.0
0.58657821,0.7932891,0.58657821,76.0
0.52954088,0.76477044,0.52954088,72.0
0.54395602,0.77197801,0.54395602,76.0
0.60750772,0.80375386,0.60750772,79.0
0.5378146,0.7689073,0.5378146,76.0
0.65564623,0.82782311,0.65564623,88.0
0.67183735,0.83591867,0.67183735,90.0
0.67809971,0.83904985,0.67809971,89.0
0.68851588,0.84425794,0.68851588,86.0
0.69223589,0.84611795,0.69223589,85.0
0.66333051,0.83166525,0.66333051,78.0
0.66958207,0.83479104,0.66958207,87.0
0.67835004,0.83917502,0.67835004,82.0
0.60890855,0.80445428,0.60890855,74.0
0.50631203,0.75315601,0.50631203,77.0
0.49479585,0.74739792,0.49479585,77.0
0.50750631,0.75375316,0.50750631,76.0
0.48758118,0.74379059,0.48758118,82.0
0.48932032,0.74466016,0.48932032,76.0
0.61529772,0.80764886,0.61529772,83.0
0.64813304,0.82406652,0.64813304,82.0
0.5663116,0.7831558,0.5663116,75.0
0.61862102,0.80931051,0.61862102,83.0
0.5480843,0.77404215,0.5480843,79.0
0.63475838,0.81737919,0.63475838,78.0
0.65514919,0.8275746,0.65514919,85.0
0.6520388,0.8260194,0.6520388,83.0
0.6045185,0.80225925,0.6045185,78.0
0.61397036,0.80698518,0.61397036,68.0
0.61051251,0.80525626,0.61051251,77.0
0.53229144,0.76614572,0.53229144,88.0
0.533883,0.7669415,0.533883,74.0
0.60151326,0.80075663,0.60151326,81.0
0.61105005,0.80552502,0.61105005,79.0
0.53790278,0.76895139,0.53790278,75.0
0.5283702,0.7641851,0.5283702,88.0
0.54282564,0.77141282,0.54282564,78.0
0.48593893,0.74296947,0.48593893,78.0
0.48907484,0.74453742,0.48907484,73.0
0.5454707,0.77273535,0.5454707,80.0
0.5590659,0.77953295,0.5590659,79.0
0.55628506,0.77814253,0.55628506,78.0
0.62766453,0.81383226,0.62766453,78.0
0.57224647,0.78612324,0.57224647,68.0
0.52877343,0.76438672,0.52877343,82.0
0.54704689,0.77352345,0.54704689,75.0
0.5959958,0.7979979,0.5959958,74.0
0.64451464,0.82225732,0.64451464,86.0
0.60182519,0.8009126,0.60182519,81.0
0.53382536,0.76691268,0.53382536,73.0
0.61102955,0.80551478,0.61102955,85.0
0.52683281,0.76341641,0.52683281,75.0
0.54232169,0.77116085,0.54232169,74.0
0.59331781,0.7966589,0.59331781,73.0
0.62422409,0.81211205,0.62422409,78.0
0.56124231,0.78062115,0.56124231,72.0
0.60245496,0.80122748,0.60245496,78.0
0.58624077,0.79312039,0.58624077,79.0
0.5087453,0.75437265,0.5087453,75.0
0.50939745,0.75469873,0.50939745,76.0
0.56344636,0.78172318,0.56344636,75.0
0.4799537,0.73997685,0.4799537,72.0
0.46859257,0.73429629,0.46859257,69.0
0.50500181,0.75250091,0.50500181,72.0
0.61923213,0.80961606,0.61923213,82.0
0.63051361,0.81525681,0.63051361,83.0
0.63306483,0.81653241,0.63306483,82.0
0.62664472,0.81332236,0.62664472,81.0
0.47689522,0.73844761,0.47689522,78.0
0.47689522,0.73844761,0.47689522,71.0
0.44321889,0.72160944,0.44321889,72.0
0.45783309,0.72891654,0.45783309,75.0
0.47654176,0.73827088,0.47654176,77.0
0.55033124,0.77516562,0.55033124,80.0
0.62818704,0.81409352,0.62818704,88.0
0.62430674,0.81215337,0.62430674,82.0
0.59638087,0.79819044,0.59638087,77.0
0.57395237,0.78697618,0.57395237,77.0
0.61498396,0.80749198,0.61498396,87.0
0.6363531,0.81817655,0.6363531,78.0
0.65413939,0.82706969,0.65413939,90.0
0.6698229,0.83491145,0.6698229,83.0
0.68190086,0.84095043,0.68190086,84.0
0.54010481,0.7700524,0.54010481,80.0
0.55065243,0.77532621,0.55065243,85.0
0.50419576,0.75209788,0.50419576,85.0
0.5067835,0.75339175,0.5067835,74.0
0.51398184,0.75699092,0.51398184,67.0
0.58855678,0.79427839,0.58855678,75.0
0.45703822,0.72851911,0.45703822,75.0
0.59793222,0.79896611,0.59793222,77.0
0.63664926,0.81832463,0.63664926,84.0
0.63936294,0.81968147,0.63936294,86.0
0.57397978,0.78698989,0.57397978,77.0
0.70663495,0.85331747,0.70663495,84.0
0.68297004,0.84148502,0.68297004,84.0
0.71260171,0.85630086,0.71260171,90.0
0.65825527,0.82912763,0.65825527,87.0
0.66616352,0.83308176,0.66616352,82.0
0.66504441,0.8325222,0.66504441,83.0
0.58449465,0.79224732,0.58449465,81.0
0.69495112,0.84747556,0.69495112,80.0
0.69622058,0.84811029,0.69622058,81.0
0.71842585,0.85921293,0.71842585,82.0
0.74947542,0.87473771,0.74947542,94.0
0.54146567,0.77073284,0.54146567,80.0
0.64530649,0.82265325,0.64530649,78.0
0.62516848,0.81258424,0.62516848,79.0
0.56358723,0.78179361,0.56358723,82.0
0.56128412,0.78064206,0.56128412,84.0
0.54746852,0.77373426,0.54746852,73.0
0.60175667,0.80087833,0.60175667,83.0
0.60281798,0.80140899,0.60281798,77.0
0.59307029,0.79653514,0.59307029,80.0
0.66587173,0.83293587,0.66587173,83.0
0.54823652,0.77411826,0.54823652,81.0
0.65287387,0.82643693,0.65287387,79.0
0.65816838,0.82908419,0.65816838,83.0
0.52672419,0.7633621,0.52672419,78.0
0.51056088,0.75528044,0.51056088,82.0
0.57090991,0.78545496,0.57090991,75.0
0.67664466,0.83832233,0.67664466,88.0
0.53003576,0.76501788,0.53003576,71.0
0.54070761,0.77035381,0.54070761,74.0
0.64608061,0.82304031,0.64608061,84.0
