theta,p_forced,q,y_rep
0.70699106,0.49961041,0.85338138,84.0
0.46388154,0.59991287,0.7855059,80.0
0.64185997,0.43563892,0.79787971,80.0
0.68352581,0.55852429,0.86028433,84.0
0.31384565,0.59209609,0.72011496,70.0
0.23828907,0.69581685,0.76830037,66.0
0.24468589,0.67240723,0.75256456,74.0
0.23983752,0.73412237,0.7978898,78.0
0.43871784,0.57680931,0.76247061,72.0
0.4682365,0.54178078,0.75633574,75.0
0.51769039,0.5903466,0.80242023,87.0
0.49614965,0.60106512,0.79899652,79.0
0.60418403,0.49140674,0.79869066,78.0
0.56210118,0.53683227,0.7971794,80.0
0.59756147,0.50293955,0.79996373,79.0
0.67917385,0.49836301,0.83906174,82.0
0.64902605,0.43193616,0.80062439,84.0
0.48048699,0.58940865,0.78669245,82.0
0.64445237,0.51062492,0.82600385,79.0
0.62599176,0.54096394,0.82831673,88.0
0.63855576,0.52906235,0.8297823,87.0
0.65561332,0.50617978,0.8299349,84.0
0.44538642,0.45188256,0.69600662,69.0
0.55603313,0.48465726,0.7712049,81.0
0.56762914,0.51013482,0.78819657,81.0
0.67561196,0.54120724,0.85117312,75.0
0.4113793,0.5676075,0.74548482,70.0
0.66181886,0.42228537,0.80462781,89.0
0.52998239,0.56743618,0.79668738,73.0
0.58608269,0.5112224,0.79768649,80.0
0.54873912,0.49599951,0.77256429,74.0
0.53930636,0.49245133,0.76617555,76.0
0.54823038,0.4952813,0.77198342,72.0
0.55473608,0.54301741,0.79652214,77.0
0.52039837,0.58607551,0.80148114,79.0
0.4480131,0.56477287,0.75976032,82.0
0.45272861,0.56128601,0.75990438,71.0
0.50617244,0.56201299,0.78370995,84.0
0.50337589,0.55196116,0.77749311,84.0
0.5124996,0.5867892,0.79855957,72.0
0.59153048,0.44779272,0.77444016,79.0
0.66306101,0.48791784,0.82745955,86.0
0.55327188,0.48280068,0.76895252,81.0
0.64327696,0.5132001,0.82634726,76.0
0.49631232,0.54618964,0.77142131,80.0
0.35070654,0.6464867,0.77046613,80.0
0.18080314,0.67924467,0.73723824,73.0
0.18518042,0.68696689,0.74493449,76.0
0.19020266,0.731118,0.78226008,74.0
0.33114656,0.59933589,0.73201443,73.0
0.34530741,0.66854022,0.78299574,81.0
0.74009626,0.33798252,0.82793918,85.0
0.60521772,0.47754497,0.79374401,84.0
0.53437114,0.49639567,0.76550729,78.0
0.5732706,0.52517299,0.79737735,85.0
0.55437449,0.5609802,0.80436158,78.0
0.47805397,0.58386289,0.78279889,79.0
0.68109671,0.44169867,0.82195587,86.0
0.59778191,0.37954619,0.75044225,75.0
0.73917265,0.45866029,0.8588038,83.0
0.66221045,0.37013289,0.78723747,79.0
0.52136807,0.60952235,0.81310493,86.0
0.39678806,0.63895098,0.78221092,74.0
0.72539802,0.44278936,0.84698885,81.0
0.74208069,0.44819937,0.85767996,88.0
0.7287743,0.45145273,0.85121988,87.0
0.6419586,0.35421987,0.76878398,78.0
0.6719999,0.47358827,0.8273369,84.0
0.58747414,0.50825905,0.79714414,81.0
0.49812044,0.4733705,0.73569542,76.0
0.52771157,0.5127821,0.76989262,80.0
0.5016046,0.67035522,0.83570656,84.0
0.38286514,0.51696391,0.70190159,75.0
0.39304251,0.51347029,0.70469715,62.0
0.71513343,0.53385285,0.86721026,87.0
0.5801369,0.56927998,0.81915655,83.0
0.59858487,0.60375665,0.84094192,84.0
0.62063217,0.61302038,0.85319238,80.0
0.63824444,0.630652,0.86638631,81.0
0.63456762,0.62147759,0.86167566,85.0
0.67441149,0.41410115,0.80923806,77.0
0.42960142,0.65774413,0.80477774,77.0
0.42142604,0.60552932,0.77176954,82.0
0.68562123,0.54079247,0.8556349,82.0
0.58742108,0.47641146,0.78397841,87.0
0.42729598,0.63008995,0.78815103,79.0
0.44141315,0.59761088,0.77523073,81.0
0.40448985,0.60935941,0.76736957,68.0
0.30775383,0.6105171,0.73038195,72.0
0.31245592,0.63735181,0.75066338,74.0
0.45298543,0.5859776,0.77352372,77.0
0.66391806,0.47521781,0.82363018,85.0
0.61446019,0.46722602,0.79459442,85.0
0.64635523,0.53529927,0.83566102,84.0
0.49079536,0.60032491,0.79648359,79.0
0.54185369,0.58820669,0.81133841,89.0
0.63392464,0.4209439,0.78802183,81.0
0.45536435,0.57626448,0.76921853,84.0
0.54989376,0.4938974,0.77220006,73.0
0.52353503,0.55554582,0.78823315,85.0
0.52930013,0.56530388,0.79538859,87.0
0.5212065,0.55372859,0.78632815,80.0
0.60155175,0.44175098,0.77756666,80.0
0.60941091,0.53702091,0.81916542,78.0
0.47596942,0.46686146,0.7206191,65.0
0.49525936,0.48315743,0.73912855,79.0
0.58585304,0.5715308,0.82255078,83.0
0.65228959,0.55005704,0.84355015,90.0
0.58776182,0.51294705,0.79921818,87.0
0.5872734,0.51380138,0.7993329,81.0
0.60215347,0.49684531,0.79982165,76.0
0.59690229,0.49106978,0.7948514,78.0
0.65758701,0.52877897,0.8386478,85.0
0.44768104,0.54674446,0.74965837,69.0
0.43744476,0.52221606,0.73122014,72.0
0.38819344,0.49732231,0.69245849,74.0
0.39768197,0.51660323,0.70884141,75.0
0.54686315,0.6439738,0.83867141,85.0
0.64982897,0.44290118,0.80492013,82.0
0.74530371,0.36001356,0.83699783,71.0
0.59142185,0.46414263,0.78106039,79.0
0.55269684,0.51031247,0.78096122,75.0
0.43003459,0.56498041,0.75205388,80.0
0.69487217,0.46568489,0.83696559,84.0
0.69820285,0.46814766,0.83948848,90.0
0.53340941,0.53713901,0.78403342,83.0
0.52300525,0.5639493,0.7920061,79.0
0.54785604,0.62464628,0.83028608,80.0
0.57071435,0.63289106,0.8424054,90.0
0.58771137,0.64106336,0.85201451,82.0
0.56248864,0.65079491,0.84721881,81.0
0.56507357,0.41749816,0.74665455,74.0
0.66680027,0.44746992,0.81589713,82.0
0.6115066,0.41479494,0.77265169,87.0
0.52993668,0.54279517,0.78508478,77.0
0.52580945,0.56006985,0.79138928,82.0
0.56409991,0.60225733,0.82662393,78.0
0.36737165,0.61356515,0.75553036,77.0
0.71932676,0.45602042,0.84731949,84.0
0.57431576,0.49946785,0.78693135,79.0
0.35220403,0.64799542,0.77197285,71.0
0.64985422,0.52249031,0.832802,80.0
0.63699746,0.55024919,0.83673931,87.0
0.63493543,0.54838182,0.83513021,83.0
0.62349576,0.54545279,0.82886105,77.0
0.25589943,0.61714365,0.71511637,68.0
0.43168319,0.68446923,0.82067856,83.0
0.66082896,0.34448968,0.77766988,75.0
0.66486196,0.34243863,0.77962617,73.0
0.72740772,0.41954835,0.84177336,77.0
0.5354923,0.40275795,0.72257647,78.0
0.55987191,0.44986804,0.75787147,70.0
0.56722574,0.48371096,0.77656339,82.0
0.48563288,0.55691659,0.77209246,75.0
0.63397547,0.43842377,0.79444932,89.0
0.68580286,0.49692729,0.84193599,80.0
0.69148847,0.49979552,0.84568115,87.0
0.51055972,0.50899672,0.75968322,75.0
0.66446834,0.47703919,0.82453009,85.0
0.64835074,0.4341461,0.8010179,82.0
0.58304644,0.5710624,0.82115294,86.0
0.49741229,0.53768378,0.76764555,69.0
0.47802358,0.45231091,0.71411921,76.0
0.45108021,0.57731083,0.76797755,68.0
0.63851004,0.52608239,0.82868354,89.0
0.5331351,0.53751584,0.78408238,81.0
0.60817762,0.5065248,0.80664537,80.0
0.48757143,0.57745959,0.78347822,76.0
0.54103841,0.55902106,0.7976076,79.0
0.56538005,0.55700613,0.80746603,82.0
0.44573896,0.59828926,0.77734739,73.0
0.38816495,0.68260593,0.80580718,76.0
0.56488668,0.43096027,0.75240324,83.0
0.61781913,0.52744331,0.81939787,84.0
0.55183138,0.55823982,0.80201695,77.0
0.58780917,0.46523963,0.77957668,79.0
0.60196211,0.49852455,0.80039377,78.0
0.41583482,0.45987501,0.68447779,66.0
0.48657854,0.56640148,0.77738122,80.0
0.22379767,0.69914065,0.76647227,76.0
0.35853034,0.59213708,0.73836831,73.0
0.5556329,0.56043854,0.80467335,68.0
0.618132,0.43235054,0.78323284,76.0
0.69498262,0.456877,0.83433805,82.0
0.66418934,0.36908038,0.78813047,79.0
0.68811951,0.45147375,0.82892536,82.0
0.68084884,0.45093877,0.82476647,80.0
0.65185565,0.51097737,0.82974953,83.0
0.65699912,0.50986913,0.83188468,82.0
0.49727007,0.51990728,0.75864302,82.0
0.52435228,0.51404516,0.76885669,79.0
0.67334451,0.57395997,0.86083168,83.0
0.3106627,0.56236968,0.6983251,68.0
0.3088454,0.58982024,0.71650237,69.0
0.30502755,0.55858475,0.69322856,68.0
0.35374537,0.68288828,0.79506508,81.0
0.35142469,0.68688915,0.79692403,82.0
0.30617675,0.58594137,0.71271649,70.0
0.38237504,0.59716861,0.75120128,78.0
0.38558527,0.58873324,0.74731164,65.0
0.51850111,0.59760427,0.8062469,78.0
0.65982783,0.53212477,0.84084187,85.0
0.71212968,0.48277515,0.85110632,89.0
0.58693406,0.40489057,0.75418056,79.0
0.63299074,0.57643485,0.84454767,85.0
0.25070854,0.63986923,0.73015709,68.0
0.71279126,0.30995109,0.80181192,80.0
0.70971083,0.2735066,0.78910683,80.0
0.67358575,0.32034423,0.77815067,80.0
0.38755946,0.65132452,0.786457,80.0
0.39963869,0.6095094,0.76556455,77.0
0.32411907,0.58471724,0.7193183,73.0
0.33803632,0.67926315,0.78768385,79.0
0.35131201,0.59745698,0.73887518,73.0
0.73784253,0.49958895,0.86881351,91.0
0.64340964,0.31616653,0.75615157,73.0
0.62642771,0.30229298,0.73935599,75.0
0.63079273,0.64245482,0.86799172,88.0
0.60770816,0.62585595,0.85322634,89.0
0.63958739,0.59329379,0.85341795,87.0
0.49459104,0.594949,0.7952836,80.0
0.50984668,0.5678098,0.78816054,77.0
0.55226986,0.45032269,0.7538929,73.0
0.54330501,0.45204092,0.74974983,82.0
0.61040985,0.56248936,0.82955016,87.0
0.69359141,0.57388637,0.86943512,91.0
0.57997456,0.43103984,0.76102226,74.0
0.58259114,0.43582176,0.764507,81.0
0.66934627,0.49733979,0.83379352,86.0
0.57743994,0.52269844,0.79831142,74.0
0.6699578,0.28740607,0.76481393,79.0
0.66037873,0.27608093,0.75414169,66.0
0.68352286,0.37098044,0.80092969,79.0
0.63572717,0.48438806,0.81217658,76.0
0.6656072,0.42719336,0.80845758,75.0
0.59371411,0.52098635,0.80538351,75.0
0.55025691,0.56757057,0.80551785,81.0
0.57530952,0.57341094,0.81883169,82.0
0.64596332,0.60306244,0.85946955,84.0
0.4083791,0.60585484,0.76681549,75.0
0.71044311,0.41996865,0.83204793,87.0
0.60782444,0.54130872,0.82011249,80.0
0.59824656,0.57047803,0.82743807,84.0
0.47969142,0.540037,0.76067731,79.0
0.43548999,0.60693543,0.77811112,71.0
0.5362982,0.48643148,0.76185735,66.0
0.57752143,0.48240408,0.78132682,83.0
0.668543,0.53769324,0.84676519,87.0
0.64707672,0.4979893,0.82282874,78.0
0.48261416,0.54301023,0.76355996,68.0
0.6598078,0.46032429,0.81640653,81.0
0.55022905,0.61147013,0.82525055,83.0
0.49976181,0.55969981,0.77974503,75.0
0.43457074,0.55701475,0.74952318,74.0
0.58278753,0.45820999,0.77395845,67.0
0.6336698,0.44668591,0.79730434,86.0
0.69533426,0.45730923,0.83466071,88.0
0.58464278,0.45089526,0.77192538,78.0
0.51602616,0.45000845,0.73381848,74.0
0.48934184,0.45289884,0.72061832,72.0
0.5393506,0.45757279,0.75013123,69.0
0.65704052,0.50956079,0.83179922,87.0
0.45029396,0.491949,0.7207213,79.0
0.44492398,0.57747963,0.76546908,78.0
0.52292142,0.52184258,0.77188134,83.0
0.42958823,0.66131894,0.80681234,80.0
0.67651632,0.40187094,0.80651501,76.0
0.57085379,0.37685178,0.73257831,78.0
0.59461099,0.38339856,0.75003655,78.0
0.58598856,0.37830796,0.74261238,75.0
0.57858004,0.36539541,0.73256496,69.0
0.58044733,0.5868975,0.82668174,90.0
0.58145257,0.59196012,0.82921596,84.0
0.23689103,0.63994787,0.72524099,75.0
0.20029617,0.69826551,0.75870177,76.0
0.24176105,0.66822238,0.74843328,68.0
0.62474219,0.58231167,0.84325919,82.0
0.69531971,0.56957983,0.86885946,87.0
0.54662933,0.53545076,0.789387,82.0
0.52784035,0.53610804,0.78096893,70.0
0.64904739,0.46381571,0.81182472,81.0
0.70282548,0.38830145,0.81821877,84.0
0.64482523,0.38055337,0.77998819,78.0
0.60943319,0.51210975,0.80944626,78.0
0.49900137,0.55754056,0.77832843,78.0
0.42293115,0.54381582,0.73675032,72.0
0.4132194,0.54191632,0.73120538,76.0
0.37352774,0.54426866,0.71449696,70.0
0.3764039,0.55163966,0.72040424,77.0
0.60192942,0.52465658,0.81077977,82.0
0.43794859,0.54766795,0.74576613,70.0
0.59382057,0.44215766,0.77341592,81.0
0.69564333,0.45382191,0.83376705,83.0
0.59126261,0.50572915,0.79797302,81.0
0.52202404,0.54438264,0.78222586,80.0
0.70999581,0.49428181,0.85333961,90.0
0.66165604,0.53019168,0.84104319,88.0
0.43549996,0.5886101,0.76777038,76.0
0.69726557,0.49460342,0.84699905,83.0
0.61706191,0.45800282,0.79244863,80.0
0.52181874,0.55635754,0.78785849,77.0
0.63568196,0.35426579,0.76474738,72.0
0.62057798,0.52883387,0.82122919,84.0
0.64862129,0.44801875,0.80604554,81.0
0.24917756,0.63258442,0.72413614,70.0
0.23745586,0.69152915,0.76477736,80.0
0.22627181,0.68881621,0.75922833,82.0
0.46004971,0.604413,0.78640268,84.0
0.54640637,0.5701098,0.80500455,80.0
0.53190382,0.5527692,0.79065297,75.0
0.6235862,0.52071377,0.81959005,81.0
0.59020155,0.52080787,0.80362781,84.0
0.58812498,0.44024767,0.769452,77.0
0.55534763,0.4799002,0.76873639,77.0
0.59211202,0.4320639,0.76834569,79.0
0.46951328,0.51641299,0.74346352,74.0
0.69944634,0.46248953,0.83844926,86.0
0.54285895,0.48740966,0.76567392,72.0
0.48163998,0.50588034,0.74386812,73.0
0.70977926,0.47559393,0.84780648,84.0
0.61631537,0.51940757,0.81560407,80.0
0.50496441,0.53132396,0.76798868,79.0
0.45658407,0.59626429,0.78060358,82.0
0.52021512,0.58278821,0.79982809,81.0
0.56328636,0.41824303,0.74593879,77.0
0.54728961,0.61142858,0.82408968,77.0
0.57763375,0.55607915,0.81250282,82.0
0.49340735,0.53145008,0.76263605,78.0
0.58334381,0.56515856,0.81882062,76.0
0.51553026,0.56548325,0.78948978,84.0
0.55789273,0.59487025,0.82088919,79.0
0.69591038,0.3422167,0.79997493,73.0
0.66957966,0.57726874,0.86032099,89.0
0.70781966,0.57713655,0.87644761,90.0
0.71199044,0.58809995,0.88136885,89.0
0.70956012,0.57706902,0.87716398,92.0
0.56495198,0.40910602,0.74293274,71.0
0.39256817,0.67745999,0.80407893,81.0
0.39944339,0.67474875,0.80466821,84.0
0.3936532,0.67085654,0.80042491,79.0
0.7189689,0.36051496,0.82028482,80.0
0.63221537,0.48184277,0.80942973,75.0
0.73262054,0.40358171,0.84053,85.0
0.7278828,0.35966376,0.8257535,84.0
0.72881443,0.36571733,0.82799169,81.0
0.51876063,0.48550151,0.75240307,71.0
0.60142855,0.56050741,0.8248308,77.0
0.65126962,0.40167621,0.79134632,77.0
0.66177727,0.37655837,0.78913787,76.0
0.59312259,0.4461138,0.77463622,80.0
0.60118675,0.50854915,0.80400289,82.0
0.62256607,0.45650858,0.7948679,85.0
0.71783911,0.51589071,0.86340329,87.0
0.71916346,0.58679913,0.8839581,91.0
0.43803771,0.53076605,0.73630821,72.0
0.5774133,0.53864943,0.80503939,78.0
0.61490158,0.44906015,0.78783394,79.0
0.56934048,0.49663972,0.7832231,72.0
0.58235322,0.52172803,0.80025125,78.0
0.55310752,0.54398334,0.79620958,85.0
0.68609615,0.55070008,0.85896302,88.0
0.37042665,0.56125835,0.72377995,79.0
0.47774158,0.66141159,0.82316935,82.0
0.15940645,0.65014443,0.70591366,70.0
0.21511019,0.71334325,0.77500604,84.0
0.22094789,0.71770056,0.78007403,77.0
0.65396991,0.44376671,0.80752655,83.0
0.60431854,0.58167966,0.8344784,81.0
0.62892261,0.51776504,0.82105351,82.0
0.43612443,0.56881261,0.75686397,77.0
0.65694703,0.55187801,0.84627042,84.0
0.64303223,0.54196439,0.83649605,88.0
0.55874627,0.44668046,0.75584569,74.0
0.50355837,0.36255325,0.6835449,69.0
0.65412884,0.49215823,0.82435218,91.0
0.58935608,0.54534193,0.81329742,84.0
0.62619073,0.58228802,0.84385539,87.0
0.43802897,0.6337718,0.79419036,80.0
0.33146243,0.59939516,0.73218061,73.0
0.49990294,0.54319098,0.77155115,77.0
0.60768619,0.50559862,0.80603951,80.0
0.67558827,0.59263633,0.86784645,78.0
0.62728095,0.53268446,0.8258226,87.0
0.62718508,0.53971969,0.82840064,82.0
0.52533469,0.55292702,0.78778997,76.0
0.5318088,0.54633674,0.78759886,79.0
0.64662355,0.48560097,0.8182235,80.0
0.68802011,0.39251414,0.81047663,82.0
0.64877626,0.4746771,0.81549413,84.0
0.59297247,0.45277359,0.77726379,78.0
0.58090069,0.54597553,0.80971866,78.0
0.61586303,0.5662896,0.8333958,85.0
0.62018501,0.39062886,0.76855171,70.0
0.52743311,0.58706531,0.80486074,87.0
0.42963276,0.58751906,0.76473439,79.0
0.58153861,0.59261315,0.82952433,82.0
0.48941044,0.55569455,0.77314228,76.0
0.65440727,0.47654993,0.81909946,79.0
0.60305223,0.42250389,0.77076421,71.0
0.56483498,0.44797778,0.75977924,75.0
0.53925624,0.50441484,0.77166223,79.0
0.52411521,0.46556176,0.74566897,83.0
0.60779243,0.46610328,0.79060166,75.0
0.62093731,0.4732833,0.80034135,75.0
0.68613136,0.46796989,0.83301243,84.0
0.71438006,0.35609097,0.81608674,79.0
0.53132798,0.3124418,0.67776071,70.0
0.67625231,0.34464541,0.78783047,79.0
0.65192379,0.50733044,0.82851345,83.0
0.49828583,0.56861325,0.78356716,84.0
0.51400304,0.54052238,0.77669527,69.0
0.52278498,0.52781231,0.77466494,72.0
0.64307586,0.36592865,0.77368463,80.0
0.57799791,0.39250351,0.74363521,68.0
0.55818671,0.39837031,0.734192,71.0
0.6025727,0.46348408,0.78677393,78.0
0.48635859,0.50086914,0.74362572,79.0
0.51622554,0.52707595,0.77121142,81.0
0.62097065,0.59595464,0.84685495,85.0
0.61453142,0.63319424,0.85860791,82.0
0.56144061,0.57834265,0.81507821,86.0
0.54903313,0.58267932,0.8118022,83.0
0.54319682,0.59778632,0.81626751,77.0
0.65598407,0.5347027,0.83993032,84.0
0.61783023,0.52241773,0.81748249,77.0
0.54065252,0.55135441,0.79391578,81.0
0.62216027,0.4194767,0.78065523,86.0
0.71872354,0.41498603,0.83544934,83.0
0.6443797,0.40134206,0.78710508,80.0
0.54672929,0.40078895,0.72839518,77.0
0.65662144,0.52799782,0.83792457,84.0
0.69158835,0.50602491,0.84765233,79.0
0.43128587,0.56842856,0.75455922,81.0
0.52541406,0.57827765,0.7998565,80.0
0.66181098,0.48850271,0.82701723,79.0
0.60062747,0.45167467,0.78101393,81.0
0.50582592,0.47889036,0.74248112,78.0
0.58577043,0.48073741,0.78490608,78.0
0.72080907,0.41502326,0.8366798,83.0
0.7054441,0.42999542,0.83210179,74.0
0.71396131,0.51918816,0.86246921,85.0
0.43676874,0.60223741,0.77596768,81.0
0.49117646,0.5188251,0.75516688,70.0
0.55442751,0.40715003,0.73584236,66.0
0.50135142,0.44675184,0.72412359,76.0
0.54761084,0.48348832,0.76633571,71.0
0.57508543,0.48468964,0.78103712,82.0
0.57912118,0.49343702,0.78679837,71.0
0.55133667,0.53798597,0.79271125,83.0
0.58190767,0.53092343,0.80388268,79.0
0.61389537,0.48582781,0.80147573,85.0
0.64327147,0.56895319,0.8462333,83.0
0.3950939,0.56709033,0.7381303,83.0
0.48472964,0.50251233,0.74365935,68.0
0.50009948,0.4564088,0.72825848,70.0
0.45780845,0.49097932,0.72401329,75.0
0.45665321,0.64369035,0.80640029,79.0
0.72948671,0.39223323,0.83559101,90.0
0.58443946,0.50183206,0.79298106,80.0
0.60505532,0.47339481,0.79202008,84.0
0.71923601,0.4612262,0.84873172,90.0
0.58658662,0.53285126,0.80687446,82.0
0.61626969,0.50729583,0.81093448,87.0
0.70525914,0.40546675,0.82476676,82.0
0.45863656,0.54948829,0.75610943,88.0
0.67750751,0.54591775,0.85356189,88.0
0.46705101,0.55029677,0.76033112,79.0
0.66376929,0.5826505,0.85967428,86.0
0.62151676,0.47482678,0.80123074,81.0
0.54364293,0.44397359,0.74625342,77.0
0.6360945,0.5263204,0.82762539,84.0
0.55351863,0.45766503,0.75785754,81.0
0.64326599,0.47970305,0.81439238,80.0
0.60781713,0.50658489,0.80649105,79.0
0.63021685,0.44815957,0.79593871,75.0
0.58141966,0.46187672,0.77475217,77.0
0.73503742,0.43235263,0.84959469,88.0
0.25670429,0.66034866,0.74753861,74.0
0.59400055,0.52835905,0.80851403,78.0
0.5612626,0.57524874,0.81364574,83.0
0.52701198,0.49630251,0.76175712,79.0
0.73937323,0.48694561,0.86628429,84.0
0.57526426,0.51690477,0.79481219,71.0
0.5850351,0.53899094,0.80869742,78.0
0.71868953,0.46993141,0.85088616,80.0
0.45405907,0.48406738,0.71833127,71.0
0.41026175,0.47908039,0.69279378,67.0
0.52915723,0.61509468,0.81877011,88.0
0.58955176,0.64237667,0.85321413,85.0
0.51738021,0.53654518,0.77632754,83.0
0.72899531,0.41512795,0.84149693,78.0
0.62243897,0.57269449,0.83866609,82.0
0.49065368,0.55601401,0.77385737,70.0
0.47958475,0.60398579,0.79390816,82.0
0.54875384,0.56605602,0.80418445,79.0
0.55113343,0.56307883,0.80388069,79.0
0.60465164,0.5817152,0.83463179,83.0
0.57416061,0.46770399,0.77332739,84.0
0.63148731,0.48854258,0.81152145,82.0
0.61090811,0.57385247,0.83418945,76.0
0.59641302,0.53985047,0.81428964,84.0
0.54362843,0.4799575,0.76266739,83.0
0.7065383,0.44586519,0.83738266,83.0
0.58721695,0.47043909,0.78140623,76.0
0.48596122,0.48642321,0.73600161,81.0
0.33845689,0.51058876,0.67623336,67.0
0.32023516,0.71723997,0.80778967,79.0
0.38133541,0.61104813,0.75936925,74.0
0.75785506,0.41182669,0.85757681,85.0
0.47484407,0.49231386,0.73338562,67.0
0.49951532,0.50328653,0.75140252,70.0
0.64363448,0.52689737,0.83140253,78.0
0.6447123,0.43306196,0.79857389,79.0
0.6251031,0.44893353,0.79340689,80.0
0.55277292,0.48092511,0.76785565,81.0
0.49324863,0.59724796,0.79590485,74.0
0.57490638,0.51249117,0.79276311,83.0
0.58810519,0.49208424,0.79079213,74.0
0.56852395,0.39847145,0.74045484,71.0
0.71606874,0.45644467,0.84566765,87.0
0.7281518,0.4425774,0.84846567,84.0
0.46873056,0.52388559,0.74705496,71.0
0.56439129,0.51625927,0.78927832,81.0
0.63299286,0.4364935,0.79318909,78.0
0.52831095,0.46963776,0.74983394,77.0
0.54489767,0.57586519,0.80697526,80.0
0.45811443,0.51152474,0.7353023,74.0
0.5599001,0.54738625,0.80080473,80.0
0.57234966,0.49261586,0.783017,79.0
0.65187613,0.52712837,0.8353821,85.0
0.64910125,0.53069649,0.83532199,79.0
0.59671154,0.55248734,0.81952331,83.0
0.60213046,0.6089078,0.84439633,84.0
0.65620263,0.4344466,0.80556423,84.0
0.63722147,0.53051498,0.82968092,83.0
0.63303821,0.55371503,0.83623047,89.0
0.56584751,0.49448826,0.78053082,77.0
0.54070477,0.49399478,0.76759422,74.0
0.7408254,0.4625695,0.86071166,85.0
0.73192035,0.40884356,0.84152299,87.0
0.62574249,0.40789849,0.77840156,79.0
0.62370173,0.41377427,0.77940427,70.0
0.67449509,0.41689328,0.8101959,89.0
0.64086858,0.4616618,0.80666584,88.0
0.63972404,0.53549039,0.83264835,85.0
0.58445999,0.51039798,0.79655077,86.0
0.50056284,0.43428759,0.7174622,84.0
0.76380378,0.38703413,0.85521978,89.0
0.63861602,0.2939245,0.74483563,78.0
0.6022875,0.45274451,0.78234965,76.0
0.64167092,0.45404035,0.80436678,80.0
0.60740757,0.46043219,0.78816976,81.0
0.6713071,0.44138847,0.81638836,69.0
0.6126658,0.42434214,0.77702802,74.0
0.65130387,0.50106191,0.82602222,84.0
0.61563422,0.49532065,0.80601853,83.0
0.72402734,0.49307438,0.86010239,87.0
0.73972167,0.50370357,0.8708248,94.0
0.69957186,0.55853224,0.86737066,84.0
0.60552081,0.44346028,0.78045666,81.0
0.53614963,0.51218791,0.77372818,79.0
0.53926993,0.48158753,0.76115179,78.0
0.55757445,0.46513395,0.7633616,81.0
0.4976225,0.45541341,0.72641195,74.0
0.47353274,0.53582159,0.75562527,76.0
0.48929173,0.55296566,0.77169587,71.0
0.49037199,0.55222033,0.77179894,70.0
0.67686387,0.43704401,0.81808858,84.0
0.5468984,0.44624122,0.74909101,80.0
0.66396927,0.46763356,0.82110851,85.0
0.47136025,0.54824163,0.76118257,79.0
0.69469897,0.50243278,0.84809222,87.0
0.42914622,0.53240502,0.73307164,74.0
0.44699816,0.53230563,0.74136415,76.0
0.46740381,0.4839286,0.72514234,77.0
0.59887354,0.53808831,0.814715,85.0
0.58905377,0.54478756,0.81293216,80.0
0.48225107,0.53845299,0.76103453,78.0
0.69389153,0.41906334,0.82217036,90.0
0.57559924,0.49489073,0.78563124,78.0
0.53179898,0.45416955,0.74444163,70.0
0.63101626,0.46042037,0.80090389,81.0
0.57439637,0.54374067,0.80581437,79.0
0.52672166,0.58185117,0.80209922,82.0
0.54967212,0.55633477,0.80020518,80.0
0.57839723,0.56977262,0.81861494,86.0
0.62112342,0.57725687,0.83983253,81.0
0.577919,0.451419,0.76845438,84.0
0.6158133,0.49640919,0.80652711,76.0
0.70548438,0.47906837,0.8465775,85.0
0.607852,0.41980409,0.77247733,78.0
0.67883498,0.45990606,0.82654072,88.0
0.57652545,0.54336334,0.80662599,83.0
0.39327441,0.60868626,0.76257994,73.0
0.70122725,0.45853887,0.83822617,77.0
0.58764598,0.50921089,0.79762114,84.0
0.51012456,0.54147778,0.77538122,74.0
0.74800962,0.46142539,0.86428438,85.0
0.71324263,0.43085142,0.83679245,81.0
0.49185165,0.57137537,0.7821951,78.0
0.4925964,0.60062659,0.7973565,79.0
0.39101855,0.58365133,0.74645139,81.0
0.70581174,0.45568797,0.83986979,87.0
0.61661022,0.35160464,0.75141185,80.0
0.71591132,0.38193621,0.82441507,84.0
0.6966234,0.42340533,0.82507467,86.0
0.67863,0.55560058,0.85718336,87.0
0.42303736,0.50449956,0.71411476,74.0
0.54138723,0.45869593,0.75175104,83.0
0.50119433,0.44762801,0.72447372,72.0
0.61378473,0.54880206,0.82574047,86.0
0.49999488,0.45079964,0.72539701,73.0
0.50116743,0.5011081,0.75113648,81.0
0.55239824,0.47215699,0.76373654,82.0
0.45547931,0.6309796,0.79906075,81.0
0.58924132,0.47390496,0.7839019,76.0
0.5610344,0.49499158,0.77831868,77.0
0.54352134,0.54024277,0.79013063,76.0
0.56375167,0.50328242,0.78330779,80.0
0.58225644,0.51456171,0.79721128,69.0
0.56386744,0.54387619,0.80106956,74.0
0.54819508,0.59454686,0.81681428,77.0
0.54026711,0.48820856,0.76471264,75.0
0.45671945,0.57569086,0.7694811,82.0
0.64718786,0.5385962,0.83721114,89.0
0.62727843,0.50575735,0.8157851,82.0
0.63269076,0.49480066,0.81443561,84.0
0.70892797,0.45360598,0.84095998,85.0
0.56571591,0.45602331,0.76375958,76.0
0.5582693,0.50944042,0.78330477,81.0
0.611817,0.54670342,0.82403797,87.0
0.5965974,0.54222323,0.81533166,80.0
0.69492758,0.55409865,0.8639678,82.0
0.59632894,0.56367509,0.82386826,83.0
0.74299853,0.33830507,0.82994343,86.0
0.71458333,0.35223739,0.81511775,83.0
